headline, published_at
[표] 글로벌 암호화폐 거래소 거래량 톱10 (뉴욕시간 1월15일 오후 3시10분 기준),2019-01-16 05:12:00.000000
"트론 상장 OK코인, “트론은 미 규제상 증권 아냐”",2019-01-16 06:04:00.000000
"[뉴욕 코인시황/마감] 하락 반전된 뒤 낙폭 늘려…비트코인, 3600달러 초반으로 밀려",2019-01-16 06:17:00.000000
이더리움 콘스탄티노플 업그레이드 연기 … 보안 취약점 지적,2019-01-16 06:28:00.000000
"[굿모닝 비트코인] 0116 이더리움 하드 포크 연기 우려에 투심 악화, 이더리움 7% 하락세",2019-01-16 07:41:00.000000
"[뉴욕증시] IT 주도 강세, 브렉시트 충격 미미",2019-01-16 07:41:00.000000
[코인 국내외 주요일정 1월 16일],2019-01-16 07:48:00.000000
[이 시각 코인] 글로벌 암호화폐&거래소 거래량 순위 (오전 7시 50분),2019-01-16 07:54:00.000000
"1월 16일, 간추린 간밤의 암호화폐 소식",2019-01-16 08:00:00.000000
"[한국증시/장중] 코스피 0.14% 상승중, 코스닥은 0.29% 하락",2019-01-16 10:02:00.000000
[국제유가/마감] WTI 3.2% 상승..중국발 기대감에 사흘만의 반등,2019-01-16 10:11:00.000000
지미 송 “비트코인은 평화로운 혁명의 수단”,2019-01-16 10:36:00.000000
[쉽게 풀어 본 이더리움 하드포크] 3 콘스탄티노플 하드포크 4가지 미션은?,2019-01-16 10:59:00.000000
거래소 해킹부터 51% 공격까지… 암호화폐 시세 영향은?,2019-01-16 13:23:00.000000
"[쉽게 풀어 본 이더리움 하드포크] 4 콘스탄티노플 하드포크, 시장 가치엔 어떤 영향 미칠까?",2019-01-16 14:09:00.000000
"빗썸, 가두리의 종식? 4개 암호화폐 대상 입출금 재개… 투자자들 신중해야",2019-01-16 14:57:00.000000
"[한국증시/마감] 코스피, 코스닥 동반 상승 마감",2019-01-16 15:36:00.000000
"[외환시장/마감] 원·달러 환율, 전 거래일 대비 0.6원 내린 1,120.1원 마감",2019-01-16 15:38:00.000000
"올스타빗 피해자 집회 열려…“거래소 갑질, 더는 못참아”",2019-01-16 17:15:00.000000
2019-01-16 업계 주요뉴스,2019-01-16 18:00:00.000000
(표) 톱 10 코인 시세 (뉴욕시간 1월16일 오전 8시 기준),2019-01-16 22:01:00.000000
"비트멕스, “미국·캐나다 계좌 폐쇄 보도 사실과 달라”",2019-01-16 22:25:00.000000
[이 시간 마켓맵] Coin360 마켓맵 (뉴욕시간 1월 16일 오전 8시34분 기준),2019-01-16 22:38:00.000000
[뉴욕 코인시황/출발] 전반적인 혼조세로 출발 … 비트코인 3677달러,2019-01-16 23:08:00.000000
제네시스/빗고 제휴 … 초단타 암호화폐 트레이딩 제공,2019-01-16 23:40:00.000000
"HSBC, 2018년 블록체인 이용 2500억달러 거래 처리",2019-01-16 23:47:00.000000
Angry investors ask Allstartbit to return money,2019-01-16 23:49:00.000000
[표] 글로벌 거래량 기준 암호화폐 톱10 (뉴욕시간 1월16일 오전 9시50분 기준),2019-01-16 23:53:00.000000
Bithumb unfreezes accounts for 4 cryptocurrencies,2019-01-17 00:16:00.000000
거래소에 필요 이상 암호화폐 보관 말아야 – 크라켄 CEO,2019-01-17 00:28:00.000000
"(표) CME 비트코인 선물 시세 (뉴욕시간 16일 오전 10시23분 기준)…1월물, 55달러 오른 3590달러",2019-01-17 00:38:00.000000
"블랙록, 실적 악화로 암호화폐 시장과 더 멀어지나?",2019-01-17 00:40:00.000000
"바이낸스, 영국 기업들과 협력해 유럽 진출 본격화",2019-01-17 01:12:00.000000
"비트코인, 4년 연속 1월 하락 굴레에서 벗어날까",2019-01-17 01:13:00.000000
"러시아 하원, 암호화폐 규제법 3월 이전 채택 가능성",2019-01-17 01:58:00.000000
"[뉴욕 코인시황/장중] 주요 코인, 하락세 보여…비트코인, 3600달러 중반에서 횡보",2019-01-17 02:35:00.000000
몇 달 동안 낮은 가격대 높은 변동성 지속 전망 – 암호화폐 분석가들,2019-01-17 03:22:00.000000
비트코인은 얼마나 리스크할까?…美 복권 시장의 가치는 비트코인 보다 커,2019-01-17 04:42:00.000000
[표] 글로벌 암호화폐 거래소 거래량 톱10 (뉴욕시간 1월16일 오후 2시50분 기준),2019-01-17 04:54:00.000000
암호화폐 시장 회복 조건 “수용성 확대” … 직불카드가 해법?,2019-01-17 05:34:00.000000
"말레이시아, 불법 암호화폐 거래소와 ICO에 최고 10년형",2019-01-17 05:45:00.000000
암호화폐 다음 물결은 스테이블 코인 – 스위스 비트코인 협회 이사,2019-01-17 06:14:00.000000
"[뉴욕 코인시황/마감] 주요 코인, 보합권내 혼조세…비트코인, 3650선 밑에서 횡보",2019-01-17 06:16:00.000000
"BitMEX,암호화폐 하락에도 ICO로 130억달러 수익 발생",2019-01-17 06:26:00.000000
[이 시각 코인] 글로벌 암호화폐&거래소 거래량 순위 (오전 7시 50분),2019-01-17 07:58:00.000000
[코인 국내외 주요일정 1월 17일],2019-01-17 08:02:00.000000
[뉴욕증시] 은행권 실적 호조에 블루칩 주도 상승,2019-01-17 08:03:00.000000
"1월 17일, 간추린 간밤의 암호화폐 소식",2019-01-17 08:08:00.000000
"[굿모닝 비트코인] 0117 비트코인, 리플 약보합권, 대다수 알트코인들 상승세",2019-01-17 08:34:00.000000
"[한국증시/장중] 코스피 0.07% 강보합, 코스닥 0.15% 하락중",2019-01-17 09:36:00.000000
"[국제유가/마감] 2거래일 연속 오름세, WTI 0.4% 상승 52.31달러",2019-01-17 09:41:00.000000
"LG CNS, EEA 가입…세계 블록체인 컨소시엄과 협업",2019-01-17 10:01:00.000000
"SNT, 스팀, 어거 등 알트코인 상승세는 빗썸 때문?",2019-01-17 10:12:00.000000
"중기부, 14개 시․도 “찾아가는 규제자유특구 설명회” 개최",2019-01-17 10:46:00.000000
"바이낸스, 유럽으로 영역 넓힌다… 유로화 기반 거래소 설립",2019-01-17 11:17:00.000000
"리플(XRP) 40센트 회복할까, 거래량 상향 돌파가 ‘관건’",2019-01-17 12:37:00.000000
블록체인으로 아동 노동력 착취 보호가 가능할까,2019-01-17 14:37:00.000000
"[한국증시/마감] 코스피상승, 코스닥 하락 마감",2019-01-17 15:34:00.000000
"[외환시장/마감] 원·달러 환율, 전 거래일 대비 2.4원 오른 1,122.5원 마감",2019-01-17 15:37:00.000000
"비츠닥(Bitsdaq),비트렉스와 손잡고 디지털자산 플랫폼 ‘출범’",2019-01-17 20:57:00.000000
(표) 톱 10 코인 시세 (뉴욕시간 1월17일 오전 8시 기준),2019-01-17 22:01:00.000000
"비트페이, 2018년 지불 처리 실적 10억달러 넘어",2019-01-17 22:20:00.000000
[이 시간 마켓맵] Coin360 마켓맵 (뉴욕시간 1월 17일 오전 8시33분 기준),2019-01-17 22:35:00.000000
[뉴욕 코인시황/출발] 전반적인 하락세로 출발 … 비트코인 3632달러,2019-01-17 23:06:00.000000
블록체인 이용 공급망 기술에 벤처 캐피털 관심 높아,2019-01-17 23:37:00.000000
"서클 USDC, 달러로 완전 지지받는 스테이블코인 – 회계감사 보고서",2019-01-17 23:37:00.000000
LG CNS joins EEA,2019-01-17 23:38:00.000000
[표] 글로벌 거래량 기준 암호화폐 톱10 (뉴욕시간 1월17일 오전 9시50분 기준),2019-01-17 23:51:00.000000
‘Regulation-free’ zones to stimulate regional economy,2019-01-18 00:08:00.000000
"비트코인 가격 변동성, 전년비 98% 축소",2019-01-18 00:27:00.000000
"MIT 등 연구팀, 비트코인보다 수천 배 빠른 가상화폐 개발 중",2019-01-18 00:31:00.000000
"(표) CME 비트코인 선물 시세 (뉴욕시간 17일 오전 10시46분 기준)…1월물, 20달러 오른 3580달러",2019-01-18 01:04:00.000000
"태국 증권거래소, 당국에 암호화폐 사업면허 신청",2019-01-18 01:13:00.000000
비트코인 가치가 ‘0’이 될 수 없는 이유 – 세인트루이스 연방은행,2019-01-18 01:59:00.000000
"[뉴욕 코인시황/장중] 주요 코인, 약보합세 보여…비트코인도 3650선 밑에서 횡보세 지속",2019-01-18 02:32:00.000000
비트코인 해시레이트 3개월래 최고 … 채굴자들 자신감 회복,2019-01-18 03:15:00.000000
3세대 블록체인 ‘완체인’ 최대 전화사와 모바일 플랫폼 개발,2019-01-18 03:44:00.000000
"후오비 재팬, 비트레이드 인수 후 정식 영업 재개",2019-01-18 04:08:00.000000
"그레이스케일, 스텔라 루멘스 투자 전용 펀드 출시",2019-01-18 05:00:00.000000
[표] 글로벌 암호화폐 거래소 거래량 톱10 (뉴욕시간 1월17일 오후 3시10분 기준),2019-01-18 05:12:00.000000
"러시아 정부의 비트코인 투자, 30년간은 없을 것” – 소식통",2019-01-18 05:20:00.000000
"비트웨이지, 미 전역에서 암호화폐 급여·세금 지불 서비스",2019-01-18 05:51:00.000000
"채굴기 제조사 비트퓨리, 블록체인 음악 사업 진출",2019-01-18 06:06:00.000000
"크립토피아 도난 펀드, 바이낸스로 유입 … 동결 조치",2019-01-18 06:12:00.000000
"[뉴욕 코인시황/마감] 약보합 출발한 뒤 혼조세 보여…비트코인, 3650선 바로 위에서 횡보",2019-01-18 06:12:00.000000
[굿모닝비트코인] 0118 상위10위 코인 중 8개 상승전환…이더리움 하드포크 오늘밤 논의될까,2019-01-18 07:29:00.000000
"[뉴욕증시] 전약후강, 무역 협상 타결 기대에 상승",2019-01-18 07:38:00.000000
[이 시각 코인] 글로벌 암호화폐&거래소 거래량 순위 (오전 7시 40분),2019-01-18 07:48:00.000000
[코인 국내외 주요일정 1월 18일],2019-01-18 07:55:00.000000
"1월 18일, 간추린 간밤의 암호화폐 소식",2019-01-18 08:01:00.000000
"[한국증시/장중] 코스피, 코스닥 동반 강세",2019-01-18 09:33:00.000000
[국제유가/마감] WTI 0.5% 내린 52.07달러 마감,2019-01-18 09:43:00.000000
"트론 기반 BTT토큰, 올 여름 출시 예정",2019-01-18 10:26:00.000000
"비트코인 해시레이트, 여전히 반등중… 채굴엔 호재?",2019-01-18 11:50:00.000000
이더리움 하드포크 연기에도 불구하고 일부 채굴자 채굴,2019-01-18 14:53:00.000000
[한국증시/마감] 코스피·코스닥 동반 상승 마감,2019-01-18 15:36:00.000000
"[외환시장/마감] 원·달러 환율, 0.6원 하락마감",2019-01-18 15:38:00.000000
(표) 톱 10 코인 시세 (뉴욕시간 1월18일 오전 8시 기준),2019-01-18 22:01:00.000000
"후오비, 암호화폐 파생상품 거래 두 달 만에 200억달러 돌파",2019-01-18 22:18:00.000000
[이 시간 마켓맵] Coin360 마켓맵 (뉴욕시간 1월 18일 오전 8시36분 기준),2019-01-18 22:38:00.000000
[뉴욕 코인시황/출발] 대부분 종목 보합세로 출발 … 비트코인 가격 닷새째 안정적,2019-01-18 23:04:00.000000
미국 식료품점 동전 교환기 ‘코인스타’로 비트코인 판매,2019-01-18 23:40:00.000000
[표] 글로벌 거래량 기준 암호화폐 톱10 (뉴욕시간 1월18일 오전 9시45분 기준),2019-01-18 23:49:00.000000
올해 암호화폐 시장의 스타는 스텔라와 카르다노? – FINDER 전망,2019-01-19 00:16:00.000000
"지불 플랫폼 코인게이트, 라이트코인 라이트닝 네트워크 도입",2019-01-19 00:31:00.000000
"ICO, 유용한 금융수단이지만 아직 주류 옵션은 못돼 – OECD",2019-01-19 00:44:00.000000
"(표) CME 비트코인 선물 시세 (뉴욕시간 18일 오전 10시52분 기준)…1월물, 보합세로 3605달러",2019-01-19 01:10:00.000000
"거래소 폴로니엑스, 데리비트 거래 일시 중단 후 재개",2019-01-19 01:24:00.000000
이더리움 콘스탄티노플 하드포크 2월 말 예상,2019-01-19 02:00:00.000000
"[뉴욕 코인시황/장중] 좁은 박스권의 혼조세 보여…비트코인, 3650선에서 횡보세 지속",2019-01-19 02:44:00.000000
"와이오밍주, 증권 토큰화법안 공식 상정",2019-01-19 03:23:00.000000
"대만 TSMC, 크립토 채굴 매출 크게 줄어 – 코인텔레그래프",2019-01-19 04:08:00.000000
[표] 글로벌 암호화폐 거래소 거래량 톱10 (뉴욕시간 1월18일 오후 2시50분 기준),2019-01-19 04:52:00.000000
"바이낸스, “한국 등 6개국 진출 보도 사실과 달라”",2019-01-19 05:16:00.000000
"[뉴욕 코인시황/마감] 박스권의 등락세 지속…비트코인, 3650선 중심의 횡보세 이어가",2019-01-19 06:16:00.000000
"미국 주요 금융시장, 21일(월요일) 마틴루터킹 데이 휴일로 휴장",2019-01-19 06:18:00.000000
"[굿모닝 비트코인] 0119 비트코인 3650선 아래로 떨어져…톱100, 61개 코인 적색등 켜져",2019-01-19 07:23:00.000000
[뉴욕증시] G2 무역협상 돌파구 기대에 UP,2019-01-19 07:36:00.000000
[이 시각 코인] 글로벌 암호화폐&거래소 거래량 순위 (오전 7시 40분),2019-01-19 07:43:00.000000
[코인 국내외 주요일정 1월 19일],2019-01-19 07:46:00.000000
"1월 19일, 간추린 간밤의 암호화폐 소식",2019-01-19 07:57:00.000000
"[국제유가/마감] WTI 3.25% 급등, 53.80달러",2019-01-19 08:39:00.000000
"암호화폐 ICO, 19년 현재까지 모금액 1억 6천만 달러로 지난 12월 대비 하락",2019-01-19 18:07:00.000000
"브라이언 켈리, “2019년 비트코인 ETF 가능성 희박하지만, 시장은 긍정적으로 움직일 것.”",2019-01-19 19:50:00.000000
"비트코인, 다크넷 전송량 증가했으나 전체 거래량 중 비중은 감소",2019-01-20 00:56:00.000000
[굿모닝 비트코인] 0120 3700선으로 껑충 올라선 비트코인.. 상승 수혈 받은 암호화폐 시장,2019-01-20 07:47:00.000000
[이 시각 코인] 글로벌 암호화폐&거래소 거래량 순위 (오전 7시 50분),2019-01-20 07:56:00.000000
[코인 국내외 주요일정 1월 20일],2019-01-20 08:03:00.000000
"[코인시황] 시장 전반 상승세 우세, Top10 중 8개 암호화폐 상승",2019-01-20 08:45:00.000000
"암호화폐 악성코드, 리눅스 클라우드 기반 보안 프로그램 무력화 가능해",2019-01-20 18:21:00.000000
"칠레 정부, 2019년 2분기부터 암호화폐 소득에 대한 과세 시작",2019-01-20 20:37:00.000000
한국블록체인산업진흥협회 블록체인 실무 마스터 교육과정 개설,2019-01-20 20:45:00.000000
[이 시각 코인] 글로벌 암호화폐&거래소 거래량 순위 (오전 7시 40분),2019-01-21 07:45:00.000000
"[주간증시전망] 코스피, 2100선 안착 나설 듯…좁은 박스권 전망",2019-01-21 07:47:00.000000
[코인 국내외 주요일정 1월 21일],2019-01-21 07:52:00.000000
"[코인시황] 시장 전반 하락세, 비트코인 3.28% 하락하며 한국 거래소 기준 400만원 하회",2019-01-21 08:17:00.000000
"[굿모닝 비트코인] 0121 비트코인 4% 하락세, 주요 암호화폐 모두 내려..이더리움 하드포크 ‘2월 말 연기’",2019-01-21 08:22:00.000000
비트코인 폭락에도 암호화폐시장 전망은 밝다 – CCN,2019-01-21 11:06:00.000000
"[한국증시/장중]코스피 0.19%,코스닥 0.15% 하락중",2019-01-21 11:42:00.000000
중국 경제성장률 28년래 최저..6.6% 성장,2019-01-21 11:50:00.000000
빗썸 발 암호화폐 가격 변동에 울고 웃고… 투자자 주의해야,2019-01-21 13:00:00.000000
"인도네시아 유니콘 고젝, 필리핀 암호화폐 결제플랫폼에 ‘대규모 투자’",2019-01-21 13:34:00.000000
반에크 ‘ETF 승인 자신있다’..셧다운 영향 없을 것,2019-01-21 13:56:00.000000
업계 불황인데 3년 연속 86%씩 성장..블로코가 이끄는 ‘아르고(Aergo)’ 주목,2019-01-21 14:10:00.000000
가격은 변해도 비트코인은 항상 발전해왔다,2019-01-21 15:22:00.000000
[외환시장/마감]원달러 환율 6.2원 상승..1128.1원 마감,2019-01-21 15:47:00.000000
"[한국증시/마감] 코스피상승, 코스닥 하락 마감",2019-01-21 15:48:00.000000
2019-01-21 업계 주요뉴스,2019-01-21 18:20:00.000000
"한국 가상화폐 거래 80%급감..투자자, 공짜 ‘에어드롭’만 쳐다본다",2019-01-21 18:48:00.000000
December Bitcoin trading falls by 78 percent in S. Korea,2019-01-21 22:51:00.000000
3-day hyper ledger class to open this month,2019-01-21 23:05:00.000000
"비트코인, ‘작업증명’ 벗어나야 존속 가능- 국제결제은행 BIS",2019-01-22 05:28:00.000000
[이 시간 마켓맵] Coin360 마켓맵 (뉴욕시간 1월 21일 오후 3시34분 기준),2019-01-22 05:35:00.000000
"비트코인 1000만달러 간다, 새로운 화폐의 기준 될 것 -루시드 투자 전략",2019-01-22 05:57:00.000000
"비트코인 작년 거래량 2조2,000억달러..2017년 대비 4배 증가",2019-01-22 06:27:00.000000
"[굿모닝 비트코인] 0122 비트코인 3,500달러선 유지..단기 3,800달러 도달이 핵심",2019-01-22 07:08:00.000000
"와이오밍주, 암호화폐도 법정화폐 취급..은행들 수탁 서비스 초읽기?!",2019-01-22 07:33:00.000000
"비트코인 가격 ‘3,800달러’ 돌파가 핵심-뉴스BTC",2019-01-22 07:49:00.000000
[이 시각 코인] 글로벌 암호화폐&거래소 거래량 순위 (오전 7시 50분),2019-01-22 08:02:00.000000
